Gana,Kanji,Meaning,JP_Example_1,JP_Example_Pronunciation_1,JP_Example_Meaning_1,JP_Example_2,JP_Example_Pronunciation_2,JP_Example_Meaning_2
もし,,만약,もし雨が降ったら、傘を持っていきます。,もしあめがふったら、かさをもっていきます。,"만약 비가 오면, 우산을 가지고 갈 것입니다.",もし雨が降ったら、家にいます。,もしあめがふったら、いえにいます。,만약 비가 오면 집에 있습니다
もしもし,,여보세요,電話を取ると相手は「もしもし」と言いました。,でんわをとるとあいては「もしもし」といいました。,"전화를 받으면 상대방은 ""여보세요""라고 말했습니다.",もしもし、私、田中です。,もしもし、わたし、たなかです。,"여보세요, 저는 다나카입니다"
もちろん,,물론,私はもちろん行きます。,わたしはもちろんいきます。,물론 나는 갈 것입니다.,もちろん、明日も一緒に行きましょう。,もちろん、あしたもいっしょにいきましょう。,물론 내일도 함께 갑시다
もつ,持つ,"가지다, 들다",彼は勇気を持っている。,かれは ゆうきを もっている。,그는 용기를 가지고 있다.,彼女は長年の経験を持っている。,かのじょはながねんのけいけんをもっている。,그녀는 오랜 경험을 가지고 있다
もっと,,좀 더,勉強にももっと時間を使いたい。,べんきょうにももっとじかんをつかいたい。,공부에 좀 더 시간을 쓰고 싶다.,もっと水をください。,もっとみずをください。,물 좀 더 주세요.
もどる,戻る,되돌아오[가]다,夏休みの後、学校にもどりました。,なつやすみのあと、がっこうにもどりました。,여름방학 후에 학교로 되돌아왔습니다.,試合が終わったら、家に戻るつもりです。,しあいがおわったら、いえにもどるつもりです。,경기가 끝나면 집으로 돌아갈 생각입니다
もの,物,"것, 물건",そのものは、本当に美しい。,そのものは、ほんとうに うつくしい。,그것은 정말 아름답다.,この箱の中には大切なものがいくつか入っています。,このはこのなかにはたいせつなものがいくつかはいっています。,이 상자 안에는 소중한 물건이 몇 개 들어 있습니다
もらう,,받다,私は母からプレゼントをもらいました。,わたしははははからプレゼントをもらいました。,저는 엄마에게서 선물을 받았습니다.,友達にもらった本を読みました。,ともだちにもらったほんをよみました。,나는 친구로부터 받은 책을 읽었습니다
もんだい,問題,문제,この問題は簡単すぎます。,この もんだい は かんたん すぎます。,이 문제는 너무 쉽습니다.,このもんだいは難しいです。,このもんだいはむずかしいです。,이 문제는 어렵습니다.
やおや,八百屋,채소가게,八百屋でたくさんの新鮮な野菜を買った。,やおやでたくさんのしんせんなやさいをかった。,채소가게에서 신선한 야채를 많이 샀다.,近所の八百屋で新鮮な野菜を買いました。,きんじょのやおやでしんせんなやさいをかいました。,이웃의 채소가게에서 신선한 채소를 샀습니다
やきゅう,野球,야구,やきゅうはとてもたのしいすぽーつです。,やきゅうはとてもたのしいスポーツです。,야구는 매우 재미있는 스포츠입니다.,今日はやきゅうの試合を見に行きます。,きょうはやきゅうのしあいをみにいきます。,오늘은 야구 경기를 보러 갑니다.
やく,焼く,"태우다, 굽다",今日は肉をやいてみましょう。,きょうはにくをやいてみましょう。,오늘은 고기를 구워보겠습니다.,私は肉を焼くのが好きです。,わたしはにくをやくのがすきです,나는 고기를 굽는 것을 좋아합니다
やくそく,約束,약속,私たちは明日のピクニックでやくそくを果たします。,わたしたちは あしたの ピクニック で やくそく を はたします。,우리는 내일 피크닉에서 약속을 지킬 것입니다.,友達と約束を守ることは大切だ。,ともだちとやくそくをまもることはたいせつだ。,친구와의 약속을 지키는 것은 중요하다
やさい,野菜,채소,今日の夕食にはたくさんのやさいを使いました。,きょうのゆうしょくにはたくさんのやさいをつかいました。,오늘 저녁식사에는 많은 채소를 사용했습니다.,毎食、野菜をしっかりとることを心がけています。,まいしょく、やさいをしっかりとることをこころがけています。,매끼 식사마다 채소를 충분히 섭취하려고 노력합니다
やさしい,易しい,쉽다,この本は子供でも読みやすい。,この ほんは こどもでも よみやすい。,이 책은 어린아이도 읽기 쉽다.,彼はとてもやさしい人です。,かれはとてもやさしいひとです。,그는 매우 친절한 사람입니다
やさしい,優しい,상냥하다,子供にやさしい言葉をかけることが大切です。,こどもに やさしい ことばを かけることが たいせつです。,아이들에게 상냥한 말을 걸어주는 것이 중요합니다.,彼はいつもやさしい人です。,かれはいつもやさしいひとです。,그는 항상 상냥한 사람입니다
やすい,安い,싸다,この靴はとてもやすいです。,この くつは とても やすい です。,이 신발은 매우 싸다.,この店で売っているシャツは安いです。,このみせでうっているシャツはやすいです。,이 가게에서 팔고 있는 셔츠는 싸요
やすむ,休む,쉬다,今日は休む日です。,きょうはやすむひです。,오늘은 쉬는 날입니다.,今日は学校を休む。,きょうはがっこうをやすむ。,오늘은 학교를 쉬다
やはり/やっぱり,,역시,やっぱり、あの料理店は美味しかったね。,やっぱり、あのりょうりてんはおいしかったね。,"역시, 그 식당은 맛있었구나.",やはりこの映画は素晴らしい。,やはりこのえいがはすばらしい。,역시 이 영화는 훌륭하다
やま,山,산,私の家から山が見えます。,わたしのいえからやまがみえます。,집에서 산이 보입니다.,やまを登るのは大変だ。,やまをのぼるのはたいへんだ。,산을 오르는 것은 힘들다
やむ,止む,"그치다, 멎다",その地震であまりにも多くの人命が失われ、私たちにはやむを得ない決断をする必要がありました。,そのじしんであまりにもおおくのいのちがうしなわれ、わたしたちにはやむをえないけつだんをするひつようがありました。,"그 지진으로 너무나 많은 인명 피해가 있었기에, 우리는 어쩔 수 없는 결단을 내릴 필요가 있었습니다.",雨がやむ止むとき、子どもたちは外へ走っていった。,あめがやむとき、こどもたちはそとへはしっていった。,비가 그치자 아이들이 밖으로 달려나갔다
やめる,止める,"그만두다, 중지하다",仕事をやめることにしました。,しごとをやめることにしました。,직장을 그만두기로 했습니다.,毎日コーヒーを飲むのをやめることにした。,まいにちコーヒーをのむのをやめることにした。,나는 매일 커피를 마시는 것을 그만두기로 했다
